Customer_ID,Service_Date,Mileage,Mileage_Diff,Time_Diff,Profit_Margin,Repair_Type,Visit_Frequency
1,2019-04-03,135942,,,394.83107791517466,OilChange,0.2844170735575409
1,2021-09-19,168688,32746.0,2.4640657084188913,126.34285030958777,OilChange,0.4058333333333333
1,2024-03-07,209190,40502.0,2.4640657084188913,37.480961991034825,Inspection,0.4058333333333333
1,2024-12-20,216370,7180.0,0.7885010266940452,794.7538682707917,Brakes,1.2682291666666667
1,2024-12-31,216777,407.0,0.030116358658453114,581.8576267791129,Inspection,3.0
2,2021-07-08,106508,,,560.3493266548185,Brakes,0.4409614034469372
2,2021-12-17,109672,3164.0,0.44353182751540043,217.3588686732332,OilChange,2.2546296296296298
2,2022-02-19,110868,1196.0,0.17522245037645448,211.0896445392998,Inspection,3.0
2,2022-06-27,113801,2933.0,0.35044490075290896,1094.0364687275855,Engine,2.853515625
2,2022-09-12,115494,1693.0,0.2108145106091718,423.1959712352992,OilChange,3.0
2,2023-05-04,122387,6893.0,0.6406570841889117,395.03934669988837,Tires,1.560897435897436
2,2024-01-01,129299,6912.0,0.6625598904859685,264.51815072180057,OilChange,1.509297520661157
2,2024-08-09,134274,4975.0,0.6050650239561944,632.0158463936724,Tires,1.6527149321266967
3,2020-07-04,122224,,,28.236812471350618,Battery,0.37397919435701216
3,2021-05-17,137895,15671.0,0.8678986995208761,404.2244164449791,Tires,1.1522082018927444
3,2023-11-03,177383,39488.0,2.4640657084188913,20.0,OilChange,0.4058333333333333
4,2021-06-16,148274,,,1084.8244894808554,Engine,0.33288652011112235
4,2021-10-11,155361,7087.0,0.3203285420944558,925.5676741419253,Brakes,3.0
4,2022-05-16,160867,5506.0,0.5941136208076659,426.93944057547805,OilChange,1.683179723502304
4,2023-03-23,184327,23460.0,0.8514715947980835,484.08295921238573,Tires,1.1744372990353698
4,2023-11-14,204501,20174.0,0.6461327857631759,653.4866831405337,Tires,1.5476694915254237
5,2021-01-29,23149,,,204.9009077334155,Inspection,0.7602553203942064
5,2021-05-14,26697,3548.0,0.2874743326488706,464.49007791479244,OilChange,3.0
5,2022-01-15,36735,10038.0,0.6735112936344969,518.6280528897446,Battery,1.4847560975609757
5,2022-10-05,49674,12939.0,0.7200547570157426,1058.9852982656394,Transmission,1.388783269961977
5,2024-12-29,77195,27521.0,2.2340862422997945,20.0,OilChange,0.4476102941176471
